dummy	HIP1	BCL9	NFIB	MDM4	AXIN1	FANCG	RAD51L1	FANCA	TMPRSS2	SOCS1	PER1	SRGAP3	KLF4	SPOP	BUB1B	JAK2	NCOR1	MAF	SF3B1	PRDM1	FGFR1OP	BCL10	CHEK2	ABL1	EGFR	MYC	NRAS	HRAS	KRAS	PDGFB	COL1A1	TFRC	RAF1	ERBB2	NTRK1	TP53	RPN1	LCK	RB1	NPM1	TPM3	CSF1R	RET	MET	PDGFRB	MYB	AR	RARA	BCL2	PRKAR1A	KIT	BCR	PIM1	FGFR1	TOP1	CDK4	TPR	CDH1	BRAF	TCF3	GATA1	CREB1	PDGFRA	TSHR	ERCC2	ATF1	ERCC3	TFE3	WT1	BCL3	HNF1A	NF1	TNFAIP3	FGFR2	FGFR3	CBL	XPA	JAK1	PAX3	GATA2	GATA3	CCND1	APC	DDX6	DNMT1	ARNT	PIK3R1	ELK4	ERCC5	PML	PPP2R1A	CCND2	CCND3	SDC4	AKT1	CIITA	CTNNB1	NF2	FUS	DDIT3	NUP214	MYH11	BMPR1A	PPARG	BRCA1	VHL	MLH1	BCL6	STAT6	PIK3CA	EPS15	ABL2	WAS	CDKN2A	CDKN2C	MSH2	ETV4	SYK	NKX2-1	MAP2K4	NOTCH1	CEBPA	TSC2	ETV1	SMARCA4	BRCA2	GPC3	RAP1GDS1	JAK3	NUP98	BLM	PMS2	MLLT4	ELL	PTEN	IL2	B2M	YWHAE	PAFAH1B2	H3F3A	CDK6	FANCC	CLTC	NFKB2	MDM2	U2AF1	SET	SRSF2	RUNX1	XPC	EWSR1	POU5F1	PAX5	MAP2K1	NOTCH2	PTPN11	ITK	EP300	FOXO1	SMARCB1	RALGDS	MAP3K1	SKP2	ATM	IKZF1	NFATC2	SMAD4	BIRC3	PICALM	PTCH1	CBFB	WRN	EIF4A2	CASP8	NUMA1	PTPRK	IRF4	NCOA2	NCOA1	SMAD2	STK11	NTRK3	RNF43	CRTC1	BCOR	PALB2	MAML2	STAG2	NR4A3	TSC1	NDRG1	CREBBP	ERCC4	LPP	MED12	FBXW7	MKL1	CDX2	SMO	MYD88	SH3GL1	CARD11	FANCD2	FANCE	FANCF	TCF7L2	CYLD	ARHGEF12	CD274	MALT1	DAXX	SUFU	DICER1	HEY1	WIF1	DNMT3A	NCOA3
TCGA-AG-3893	2.8551	0.0	-1.51486	2.87128	-1.9362	1.51486	-1.47368	1.51486	0.564923	0.0	-1.32858	-1.47368	-1.48563	-1.51486	1.68221	0.068945	-2.80906	-1.7099	0.0	0.0	0.0	-1.51486	4.57926	1.72988	2.7908	5.49496	-1.23107	-0.0376912	0.0	0.0	3.13853	5.00351	2.22996	-2.91275	1.51486	0.482516	0.0	0.132812	3.48312	0.0	0.0	-1.51993	-1.51486	2.83356	1.33506	7.3031	-2.39337	1.12534	-2.64496	1.51486	-0.531311	-1.51486	1.71826	0.230971	0.225185	2.62119	1.51486	-2.49691	0.209417	-1.47406	7.19968	-0.216523	5.39	0.326399	-1.51486	2.1961	0.0	0.691284	1.5103	-1.51486	0.0	1.51386	-0.237299	-1.51486	-2.86615	-0.00132329	-0.187528	3.54114	2.83373	-0.231655	1.90744	1.33208	-0.397603	0.0	0.0	-1.50765	-1.51484	0.722276	0.176066	0.433515	-1.4653	1.03682	0.0	-0.000775365	-1.01534	-0.397664	11.1824	-1.39169	0.0	0.556761	-1.8262	1.51486	0.0	1.64225	-1.27987	-2.87636	-1.83904	1.26092	0.0	2.87636	0.0	1.51486	-0.0350557	-2.20281	-0.332922	5.14678	-1.64835	-1.32468	-1.85868	0.0	-2.22742	-2.60706	0.0	1.96725	0.0	5.48601	2.1044e-07	1.47368	1.45963	0.0	-1.47368	3.54451	0.0	0.0	-2.31695	0.0	-0.451462	-1.47368	-1.51486	0.0	3.53232	0.0	-1.04841	0.0	3.02464	0.0	1.51486	-0.129024	5.08786	-1.47368	-1.51486	1.61832	-1.46526	3.85789	-1.8938	0.000244671	-0.021211	1.99653	-2.76916	0.0	-0.000817652	0.00147851	3.98051	2.3577	2.64035	6.76225	-0.316395	-0.160851	-1.51486	2.61627	5.42517	-1.47368	1.47368	-0.00126127	-0.000421918	3.60693	-0.263924	-1.44559	-1.31205	-1.28493	-2.10211	-2.87636	5.0511	0.0	9.64327e-17	1.51486	-1.51486	0.0	1.51486	0.0	-1.84996	-1.33208	1.51486	-0.110222	1.76301	2.94935	0.0	1.45087	2.08382	-2.87636	-1.47368	0.123692	2.32598	0.0	0.0	7.85804	-1.51486	0.0	0.0	-1.47368	0.0825367	0.0	0.0	-1.57256	0.0	-1.51486	2.84702
TCGA-AF-3913	2.87371	0.0	1.47368	0.76465	-2.29558	2.87636	0.227783	2.87636	0.0	0.0	-1.51921	-2.87636	-2.63232	-2.87636	1.5405	-3.15431e-05	-2.95301	0.191989	1.47368	2.69125	2.87636	-2.87636	0.935306	0.839246	4.66861	5.64036	-1.14404	0.00385095	-2.87636	-1.47368	0.762786	5.3324	-0.259456	-2.93615	0.227783	2.85904	2.87636	0.149076	0.954736	2.68383	-1.47368	-2.9995	-2.87636	2.90851	0.150897	5.46243	-0.405135	-2.00987	-0.0490705	0.227783	-1.42504	-2.87636	2.23179	-1.66646	0.225184	1.75236	-1.47368	-1.87206	0.1051	0.227783	2.14815	-1.78806	0.742246	0.501552	-1.47368	1.97047	2.87636	0.446851	2.87591	-2.87636	-4.75922	-1.47694	0.0	-2.87636	-2.87605	-0.00554683	-0.205885	0.151844	3.18232	2.857	0.0	-0.628504	-1.39721	2.87636	-1.47368	-1.46813	-2.8763	2.82225	0.168347	0.134188	-2.86669	0.0	4.1057	0.0380429	0.574497	-0.451348	6.27606	-1.34356	2.87636	3.32901	-2.33198	0.227783	-1.47368	1.93712	2.00813	0.227783	1.62795	2.11509	0.0	2.87636	-0.185604	0.227783	-0.0367637	-3.92501	-1.96724	5.30227	-2.43968	-1.31199	0.352242	-9.80504e-05	-2.51386	-6.04846	0.00101401	-1.2559	-1.47045	5.17516	-1.64942e-08	-1.47368	-2.85754	1.47368	0.227783	3.42796	0.176422	-1.47368	-2.39629	-0.758215	-0.451348	0.227783	2.87636	-2.87636	4.31685	-2.87636	-1.3963	0.227783	1.45035	-0.43599	0.227783	-0.184179	2.75818	-2.87636	-2.87636	1.61939	1.47469	2.815	-1.89456	3.96291e-05	-0.0611249	-0.93872	-0.325615	-1.47369	0.011799	0.00049788	4.14396	2.85634	0.836905	1.85547	0.0	2.3066	1.47368	3.62904	3.31291	-2.87636	2.87636	0.575313	0.000435182	1.24467	0.531849	1.4819	-0.934751	-1.28698	-2.87469	-2.87636	3.03234	-2.87636	9.64327e-17	0.227783	-0.227783	0.0	0.227783	-2.87636	0.437809	-1.33756	0.227783	-0.0287126	0.219167	-0.880077	-1.48046	-1.30273	-0.605673	-2.87636	-1.47368	0.418775	3.19557	2.87636	2.87636	3.61339	-0.227783	-0.227783	1.47368	-1.47368	6.00545e-08	-2.87639	2.21572	-0.0475224	-2.87631	-1.47368	2.87528
TCGA-AG-A015	1.47368	2.87636	-1.47368	3.109	-1.10167	0.227783	-1.47368	2.87636	0.0	0.0	-2.31523	-1.47368	-2.76937	-2.87636	2.11074	0.000561384	-1.47426	-0.223183	0.227783	2.67971	1.47368	-2.87636	1.7685	2.91029	1.94135	6.01196	-2.93581	-0.000437196	1.47368	-1.47368	0.507888	-0.247767	2.46693	-2.93612	-0.227783	3.2293	-1.47368	0.195148	0.366613	2.68372	2.87636	-3.00232	-2.87636	2.61755	-1.81775	6.79293	0.0970517	-2.01131	-0.254633	0.227783	-0.935444	0.227783	2.00641	-2.05479	0.225185	2.86732	2.87636	-1.97888	-0.00502158	0.227783	0.0	-0.649945	-0.226205	-0.182898	1.47368	1.21063	-1.47368	0.62311	0.232646	1.47368	3.15505	-3.07285	0.0	-2.87636	-2.87636	-0.00548317	-0.205885	0.60546	0.262725	-1.48655	-0.76566	-0.491879	-1.38966	0.227783	0.227783	-0.190822	-1.47368	3.02597	0.176066	1.80167	1.47462	3.24323	0.0	-0.00221276	0.0	0.476036	0.669986	-2.7452	2.87636	2.85711	-1.36775	2.87636	-1.47368	1.10854	2.03954	-1.47368	-1.00737	-2.24864	-0.00537546	-2.87636	-0.185609	2.87636	-0.0378807	-0.847887	0.824802	0.0	-1.27794	-1.11609	2.20899	-0.000102018	-1.85378	-1.01161	2.26949	0.733561	1.4467	5.45854	-6.01443e-08	-1.47368	-2.85719	-1.47368	0.227783	2.72154	0.172426	-2.87636	-2.1251	-0.939806	-0.447605	0.227783	-2.87636	1.47368	3.48469	-1.47368	-1.3963	-1.47368	3.04757	0.851666	0.227783	0.9269	2.91662	0.227783	-1.47368	1.54262	-0.803987	1.52411	-1.89457	3.66194e-05	-0.0930491	-0.333425	-3.42942	1.49891	1.80704	0.000200305	5.57261	1.68905	1.84329	0.0	0.0	-0.262922	-2.87636	0.0	5.04964	-1.47368	-2.87636	-0.00395546	-0.000424752	2.37573	-0.288894	-2.86634	-1.33808	-1.28826	-1.44712	-2.87636	3.02729	0.227783	9.64327e-17	2.87636	-1.47368	3.85731e-16	-2.87636	-1.47368	-1.85016	1.55495	2.87636	-0.280155	0.000657598	-1.3207	-1.47364	1.47362	-1.48911	-2.87636	-2.87636	-0.0486218	1.0312	2.87636	0.227783	-0.162529	-0.227783	-1.47368	-2.87636	0.227783	9.11553e-05	-1.47368	3.82054	-2.41777	-0.227735	-2.87636	2.89763
TCGA-AG-3999	2.87236	2.87636	-1.51486	1.5047	-2.24891	1.51486	2.87636	1.51486	0.758828	-0.379471	-2.3353	-1.51486	-0.288856	-2.87636	2.53257	0.00633839	-2.96715	-1.51455	2.87636	0.0	0.0	-2.87636	1.63067	0.219475	2.68771	6.9453	-1.23119	-0.000433062	0.227783	0.227783	0.864951	2.32391	0.420515	-2.93959	1.47368	2.81087	2.87636	0.1564	0.0	2.68383	2.87636	-3.00722	-1.51486	2.7407	-0.670739	7.82904	-0.42614	-0.719013	-0.0990386	-1.47368	-1.49927	1.47368	0.0	-1.68863	0.225163	0.0	2.87636	-2.47759	-0.0167116	2.87636	1.9245	0.0	0.760696	0.605906	0.0	2.69222	2.87636	0.0	1.44065	-1.51486	1.49295	-1.56934	-0.236225	-0.227783	0.229423	-0.00455595	-0.187528	0.244136	4.24791	2.90404	2.51508	-0.698698	-1.39535	0.0	1.51486	1.87282	-2.87634	2.50463	0.168347	0.0	0.0	0.246221	0.0	5.86251e-05	-0.681332	-0.398768	11.1789	-2.74546	1.51486	2.28151	1.26002	1.51486	2.87544	1.98617	0.0	1.51486	-0.477474	2.63042	0.0116462	1.47368	-0.205694	2.87636	-0.0373234	-1.40335	-1.10112	0.713816	-0.127097	-0.638214	2.98255	-8.6121e-05	-2.18385	-3.96708	-0.000124046	-1.59128	0.0	5.3719	1.49549e-07	-1.47368	-1.49582	0.0	-1.47368	3.4428	0.0	0.0	0.0	0.0	-0.451492	2.87636	0.0	-0.227783	3.8871	0.0	-1.39611	1.47368	1.72453	2.77717	2.87636	2.42625	4.04146	-1.51486	-2.87636	1.61972	1.52702	1.84408	-0.884492	1.3851e-05	-0.0951464	-0.24922	-1.92342	2.87635	0.00294361	3.68441e-05	4.86536	-0.319645	-0.245211	-3.49206	-0.422329	-0.160848	-1.51486	4.7396	3.19407	-2.87636	2.87636	0.116002	-0.000426247	0.0	0.0539402	1.49865	0.27469	-1.2101	0.323412	-2.87636	2.8662	0.0	2.89298e-16	1.51486	-1.51486	6.75029e-16	0.0	-0.227783	-1.85026	-1.5376	1.51486	0.0489354	2.4342	-2.58262	-1.47373	-1.68457	2.18397	-1.51486	2.87636	-0.0801264	1.86619	1.51486	1.51486	7.47797	-1.51486	0.0	0.0	-2.87636	0.0	1.47367	0.0	0.0454365	2.87641	-0.227783	2.6973
TCGA-AG-A011	3.06248	2.87636	2.87636	3.66812	-1.05098	2.87636	1.47368	2.87636	2.35514	2.65745	-2.32379	1.47368	1.31013	1.47368	2.73117	-0.0241045	-3.15018	-1.61819	0.0	-0.198052	-2.87636	-1.51486	1.61317	0.0	0.0	7.21324	-2.93581	-0.000375431	0.0	1.47359	3.39268	5.27737	-2.72987	-2.91053	1.47368	3.39577	1.51486	0.633977	-2.07101	1.69507	1.47368	-2.99119	-0.227783	2.71752	0.145985	16.2444	2.33873	0.510754	-0.0511245	1.47368	1.51535	2.87636	-0.0664307	-1.73324	0.211205	0.0	2.87636	0.429779	0.169513	2.87636	2.09906	-3.00166	1.36317	-0.0501142	-1.47368	-0.514103	1.51486	1.19193	-1.51472	-2.87636	4.1045	2.45105	-0.238299	-2.87636	-0.21924	0.347078	-0.0365474	3.93343	0.0	1.51503	4.27246	0.147545	-1.39529	2.87636	2.87636	-0.21802	1.47756	-0.205922	0.0	1.55691	-2.87555	4.12797	0.0	0.00559152	-1.33475	0.351171	6.88537	-1.3412	2.87636	-0.0729536	1.6489	2.87636	-2.8705	2.77377	3.69458	1.51486	0.792179	0.0	1.42781	-1.47151	-0.039453	2.87636	-0.0373577	1.4654	-1.08723	5.32738	2.92513	1.34346	-1.83663	0.00271271	-2.2929	-3.314	0.00421897	-0.227631	2.8941	5.32911	-9.63647e-08	0.0	1.91356	-2.87636	-2.87636	3.53744	-0.207956	1.47368	-2.37634	-1.07146	-0.451083	-2.87636	-0.227783	-2.87636	5.42391	-0.227783	0.0404411	0.227783	3.76671	-0.0947408	2.87636	-0.214458	5.41184	1.51486	1.47368	1.54579	0.193998	0.0	-1.7147	0.000894487	0.0218748	2.30363	-2.59268	2.87301	-0.000461763	0.000163731	3.72122	3.86337	1.09676	3.49594	-2.1699	-0.160849	-0.227783	-0.413472	5.41212	-2.87636	-0.227783	0.202538	0.0399802	-0.23706	-0.18541	3.93162	-1.28042	1.14441	2.8913	-2.87636	5.3777	2.87636	9.64327e-17	2.87636	0.0	1.92865e-16	2.87636	1.51487	-1.84964	0.955548	1.47368	0.458083	0.327722	1.74534	2.87636	0.866143	-0.0135864	1.47368	-0.227783	0.113636	3.39855	-2.87636	1.51486	3.22168	-0.22779	1.47368	-0.227783	-2.87636	8.02861e-06	-2.87682	4.21226	-0.5909	-0.227734	-1.51486	2.61621
TCGA-AA-3673	1.5135	-1.47368	2.87636	-1.77395	0.430245	2.87636	0.227783	2.87636	0.0	0.0	-2.20762	-2.87636	1.98647	-2.87636	2.74984	0.073214	-2.91623	-0.23846	2.87636	-0.208966	0.227783	-2.87636	2.4967	0.652274	-0.209273	7.8523	0.0	0.00146831	-2.87636	-1.47364	2.61556	4.42424	1.30038	-2.93712	-1.47368	5.72386	0.0	0.213702	-3.5927	2.68383	-1.47368	-2.99676	0.227783	1.87908	0.132924	0.0	-1.24764	-2.07995	-0.0642591	0.227783	-1.29166	-1.47368	0.203707	0.105386	0.225186	2.12795	0.227783	-1.11364	-0.0801709	2.87636	-1.37999	0.0	-0.226608	-0.0228256	1.47368	-0.28304	2.87636	0.308623	1.49421	-0.227783	-1.32352	-1.56181	-0.235234	-2.87636	-1.47352	-0.00418057	0.176066	2.78965	2.14821	0.0	-0.353666	0.42645	-1.04548	1.47368	1.51486	0.910683	-1.47366	1.56628	0.168347	1.05122	0.0	3.26521	0.0	-0.000991047	-0.414486	0.242887	4.87245	-1.39934	2.87636	1.35713	3.22689	1.47368	-1.47368	0.866409	0.162015	-1.47368	0.0	-0.650613	0.544291	0.0	-0.205714	-1.47368	-0.0378747	0.930695	0.664339	5.33799	0.364459	-0.945593	-1.60613	-0.000104426	-1.84027	3.15006	0.119956	1.40082	1.515	5.04965	-7.13355e-08	-1.47368	1.46681	2.87636	-1.47368	3.53937	-0.186176	0.0	-2.39808	-1.58012	-0.451594	0.227783	1.47368	-1.47368	4.22993	2.87636	-1.39629	-1.47368	1.46976	-0.0390024	2.87636	-0.167982	1.73255	0.227783	-1.47368	1.61976	1.49471	1.29644	-1.8946	0.000110695	-0.0841163	2.16069	0.545965	0.227779	0.547354	0.0146072	4.70794	-2.9993	1.29711	3.94832	-0.57262	0.150746	2.87636	7.76582	5.16016	2.87636	0.0	0.205715	0.00502856	2.92328	-0.0421511	4.58613	0.650671	-0.784033	2.88164	-2.87636	3.02164	0.0	9.64327e-17	2.87636	2.87636	3.85731e-16	-0.227783	1.47368	-1.85026	1.64575	2.87636	-0.247666	0.222334	-2.79277	1.69831	0.933312	2.1466	0.0	2.87636	-0.385905	0.550723	1.51486	2.87636	0.0	-0.227783	1.47368	1.47368	-1.47368	-0.000352693	-1.47368	0.802346	-1.54488	-1.47363	1.47368	3.27607
TCGA-AA-3986	-0.227783	0.0	-1.51486	3.74354	-0.588604	1.51486	0.0	1.51486	0.0	1.89097	-1.20152	-1.47368	-1.50848	0.0	4.32274	3.64299	0.0	-0.855071	1.51486	5.32192	-1.47368	-1.47368	3.20813	3.73982	1.39591	6.34096	-1.21649	-0.00042515	-1.51486	0.0	3.41419	5.33809	1.08668	-2.47942	-1.51486	1.96563	0.227783	2.00528	-1.6773	2.99541	0.0	-2.99794	-2.87636	2.77544	-0.474411	4.3092	-0.278973	-1.72485	-0.0733999	0.0	1.36321	0.0	0.0	-1.71011	0.225168	2.68514	1.51486	-2.49099	0.775198	2.87636	-0.817241	0.869858	1.6096	1.00196	0.0	1.13147	1.51486	0.340987	0.0	-1.51486	0.0	0.0	2.34828	-1.51486	0.237952	-0.00383548	0.0	3.23364	-1.48397	-1.51209	2.69037	-0.0594253	-0.0179395	0.0	2.87636	4.94342	0.227791	4.17686	0.168347	4.2789	0.0	3.95485	0.0	-0.00167837	3.90532	2.39147	7.69821	-1.89841	1.51486	0.592791	-1.47027	0.0	0.233883	2.43408	7.38141	-0.278433	1.78049	4.02461	0.96765	0.0	0.0	0.0	-0.0373816	-1.75982	-0.612168	5.34891	2.43256	0.0	1.09415	0.0049471	0.592087	-1.28165	2.8759	-3.00247	2.1377	5.48049	0.000488738	0.0	0.0	0.0	1.51486	3.4431	-0.159401	1.47368	-2.30111	1.86927	1.55615	2.87636	0.0	0.0	4.87391	-1.51486	-0.845255	0.0	4.8372	3.10922	1.51486	2.6145	5.31011	0.227783	0.0	1.61841	-1.51471	3.63731	0.99381	0.396746	0.179915	2.10501	-1.80767	1.73722	4.0209	0.00202858	4.08262	4.55657	2.99643	4.595	2.08617	0.0	0.0	3.33875	2.35942	1.51486	1.51486	2.40424	0.0228494	0.653988	0.716414	0.0	-1.54326	0.0745351	1.5058	-1.51486	5.30482	1.47459	0.0	1.51486	-1.51486	2.89298e-16	0.0	0.0	-1.84454	0.0	1.51486	-0.261778	0.179893	2.34952	0.0	-1.09942	2.62801	0.0	2.87636	-1.15281	2.63512	1.51486	1.51486	5.39105	0.0	-1.51486	1.51486	1.51486	0.019531	0.0	5.48793	-2.68978	-1.51364	1.50483	3.17584
TCGA-AA-A01F	2.87217	-1.47368	-2.87636	3.83986	-0.474636	-1.47368	0.227783	2.87636	-1.61314	2.70654	-2.32655	-2.87636	-0.405933	-2.87636	1.819	-0.0052667	-1.48721	-0.209125	1.47368	4.01551	-0.227783	-2.87636	3.43754	0.684265	5.4182	4.89782	-2.9249	-0.00261799	-2.87636	2.87637	0.499986	2.68383	2.41163	-2.42495	-0.227783	5.39982	-1.47368	0.166315	0.847375	5.3324	1.47368	-0.630533	-0.233968	2.80367	-0.307133	0.0	0.805589	0.475437	-0.0569723	-2.87636	-1.49873	2.87636	0.461437	0.0924408	0.225089	2.82019	2.87636	-2.43911	1.04925	2.87636	-0.703043	0.0	-0.227409	0.350582	1.47368	1.8315	2.87636	0.0	0.232305	1.47368	-0.770251	4.94424	1.06079	-0.227783	-2.87636	-0.0055595	-0.205885	0.505547	1.53556	-1.8486	0.0	-0.577511	-1.39464	0.227783	2.87636	-2.87255	2.87639	5.81449	0.176066	0.906424	1.49416	-0.666358	0.0	-0.00165325	0.0	0.194195	-0.185554	-2.84757	2.87636	3.70241	-1.47056	-0.227783	2.87636	1.37372	4.92931	0.227783	-1.83896	0.0	-0.00473754	-2.87589	-0.205722	2.87636	-0.0376145	-1.04752	-1.97406	1.65136	0.360825	-1.08922	-0.852272	-9.75189e-05	-0.53641	-0.370203	1.87725	-2.69395	2.87636	5.15281	2.42283e-07	-1.47368	-0.20888	-1.47368	2.87636	3.54482	0.173956	1.47368	2.08618	0.0	0.194189	2.87636	-2.87636	-0.227783	4.94808	-2.87636	-1.30245	2.87636	2.92057	-0.421785	0.227783	-0.0904409	3.03988	0.227783	1.47368	-1.2326	-1.4736	3.24322	-1.75408	0.000358445	0.0365549	3.07292	-0.789795	2.87636	1.92261	0.00203167	5.03458	3.19674	0.573337	1.31493	-2.86293	-0.268941	-1.47368	0.0	5.42639	2.87636	-1.47368	1.10551	-0.000419842	0.880157	-0.395288	2.5525	1.47955	-1.28794	1.47617	-0.227783	2.90154	1.47368	0.0	2.87636	0.227783	6.75029e-16	-2.87636	-2.87636	-1.85025	0.0	2.87636	-0.280391	-6.44091e-06	-1.14667	3.15233	-0.235968	-1.05828	-1.47368	1.47368	2.98795	0.721875	1.47368	0.227783	0.0	-0.227783	-1.47368	-2.87636	0.227783	-6.55191e-08	1.47331	-0.155981	-0.0868353	-2.87625	-0.227783	3.02113
TCGA-AG-A002	1.51435	0.0	1.51486	3.22676	2.90764	0.0	0.0	0.227783	0.0	-0.379294	0.352135	0.0	-0.532746	-0.227783	3.26571	0.0284312	0.0	-1.95687	1.51486	0.0	1.51486	-1.51486	4.29069	3.31589	0.0	7.19465	-2.4245	0.000568585	-1.51486	2.87633	2.59755	4.8323	-0.407821	-2.55863	-1.51438	3.59091	0.227783	0.787657	1.36635	5.34331	0.0	-2.9009	-1.51486	2.74156	-0.690874	8.01135	-0.372012	0.229295	-0.168745	2.87636	0.4555	0.227754	0.436135	0.590499	-0.136693	2.59395	0.0	-2.50739	3.61153	2.87636	-1.60214	-1.34578	1.33399	0.275776	1.47368	0.466152	1.51486	1.34103	-1.73979	2.87636	-1.84297	0.459547	0.0	-1.51486	-1.47255	-0.00363474	-0.187528	4.73419	0.0	-0.189289	5.21613	0.274178	1.62722	2.87636	2.87636	3.87857	-1.51319	3.94438	-0.205885	1.54637	0.337103	-1.11962	0.0	0.0459935	6.8262	0.888024	11.7192	0.0	1.51486	3.80312	1.51398	0.0	0.0	1.0424	0.397994	1.61783	1.69459	4.88263	0.0233948	0.0	-0.186311	1.51486	-0.0373608	-2.21878	0.366509	1.52132	2.50414	-1.25212	1.23186	-0.0114274	1.87274	-2.24514	1.41796	-2.06707	4.13642	5.48608	-0.000248793	-1.51486	-0.210403	1.51486	1.51486	3.29321	0.552585	-0.227783	-2.22072	-0.747221	-0.229325	2.87636	1.51486	-1.51486	4.4962	-1.51486	-0.586265	1.51486	3.96033	3.1562	1.51486	2.63757	5.30987	0.227783	1.51486	0.0	-1.46637	2.18131	1.10726	0.00573387	-0.0441769	2.39416	2.24052	0.215284	3.00329	0.00615442	2.78007	0.487323	-0.188997	0.920936	0.0	-0.160849	0.0	-0.471796	2.38401	1.51486	-1.51486	0.201159	0.0480881	-0.183618	-0.0570615	-1.5164	-1.49642	-0.865346	1.50867	-1.51486	5.40696	2.87636	0.0	1.51486	0.0	2.89298e-16	-1.51486	1.51563	-1.83947	0.0	1.51486	0.212169	2.44065	-0.215175	1.32893	-1.54842	2.41166	0.0	-0.227783	-1.25973	3.27019	2.87636	1.51486	3.89153	-1.51486	-2.87636	0.0	0.0	4.96623e-06	0.0	4.32449	-2.71719	1.5149	-1.51486	0.0
TCGA-AG-3601	2.87636	0.0	-2.87636	2.76211	-1.57103	2.87636	0.227783	0.227783	-1.4199	0.0	-1.51067	0.227783	-2.11251	-0.227783	1.59184	0.0785118	-2.86039	-2.87413	-1.47368	-0.122148	1.47368	-2.87636	4.5617	-0.0612959	-0.122425	6.62467	-1.23095	0.00401386	1.47368	1.51486	3.38436	5.3381	1.56249	-2.93553	-1.51486	5.67834	-1.47368	0.785086	-3.25927	4.65806	-1.51486	-2.292	-2.87636	2.64287	-0.487825	7.01465	-0.034881	0.138153	-0.0934135	2.87636	-1.0915	2.87636	-0.343154	0.746363	0.225186	2.8201	-1.47368	-2.51421	0.0420784	0.227783	0.0	-2.30268	1.29096	-0.0228217	2.87636	0.0456711	2.87636	0.0	-1.6011	-0.227783	4.93572	1.4518	-0.232512	-2.87636	-0.22713	-0.00554973	-0.205885	0.459423	0.542567	-1.92091	0.0	-0.688555	-1.39784	-1.47368	0.227783	-0.466277	-1.4736	0.384299	0.168347	0.099069	1.47461	4.40036	-0.659615	-0.00116852	1.5105	-0.0663706	1.59088	1.00278	1.47368	0.450659	-1.13018	2.87636	-1.47367	0.461236	1.55192	-2.23883	-1.05562	-0.664237	0.751475	-2.87636	-0.185623	-2.87636	-0.0378808	-1.20795	0.6839	0.0	0.792565	-1.31459	-1.8682	-9.93088e-05	-2.32955	1.39741	-0.000320626	-0.228073	-1.34032	5.4854	-6.61257e-08	-1.47368	1.9417	-1.47368	0.227783	3.53938	0.164768	1.47368	-2.39807	-1.65577	-0.451492	0.227783	-2.87636	-1.47368	0.0913716	-2.87636	-1.01814	-1.47368	3.47893	0.33408	0.227783	0.392693	3.03969	-1.47368	2.87636	1.61974	1.70731	2.01393	-1.89456	0.000121609	-0.0883793	-0.843996	-1.12256	2.87636	-0.000792614	-7.71312e-07	2.53355	2.39007	-0.211824	-0.493884	-1.46447	-0.262922	-2.87636	-0.264881	2.65181	-2.87636	-1.47368	-0.0803645	-0.000451495	1.68165	-0.577667	1.30052	-1.21222	-1.28467	0.0	-2.87636	1.72072	2.87674	9.64327e-17	2.87636	-2.87636	2.89298e-16	-2.87636	-2.87636	0.516402	0.29909	2.87636	-0.280391	0.0002504	-1.0298	0.0	2.87356	-0.944646	-2.87636	-1.47368	0.0214227	2.18292	2.87636	0.227783	0.323386	-0.227783	-2.87636	-2.87636	-1.47368	4.2889e-05	-2.87636	0.0624462	-1.00824	1.47375	-1.51486	2.5041
