dummy	HIP1	BCL9	NFIB	MDM4	AXIN1	FANCG	RAD51L1	FANCA	TMPRSS2	SOCS1	PER1	SRGAP3	KLF4	SPOP	BUB1B	JAK2	NCOR1	MAF	SF3B1	PRDM1	FGFR1OP	BCL10	CHEK2	ABL1	EGFR	MYC	NRAS	HRAS	KRAS	PDGFB	COL1A1	TFRC	RAF1	ERBB2	NTRK1	TP53	RPN1	LCK	RB1	NPM1	TPM3	CSF1R	RET	MET	PDGFRB	MYB	AR	RARA	BCL2	PRKAR1A	KIT	BCR	PIM1	FGFR1	TOP1	CDK4	TPR	CDH1	BRAF	TCF3	GATA1	CREB1	PDGFRA	TSHR	ERCC2	ATF1	ERCC3	TFE3	WT1	BCL3	HNF1A	NF1	TNFAIP3	FGFR2	FGFR3	CBL	XPA	JAK1	PAX3	GATA2	GATA3	CCND1	APC	DDX6	DNMT1	ARNT	PIK3R1	ELK4	ERCC5	PML	PPP2R1A	CCND2	CCND3	SDC4	AKT1	CIITA	CTNNB1	NF2	FUS	DDIT3	NUP214	MYH11	BMPR1A	PPARG	BRCA1	VHL	MLH1	BCL6	STAT6	PIK3CA	EPS15	ABL2	WAS	CDKN2A	CDKN2C	MSH2	ETV4	SYK	NKX2-1	MAP2K4	NOTCH1	CEBPA	TSC2	ETV1	SMARCA4	BRCA2	GPC3	RAP1GDS1	JAK3	NUP98	BLM	PMS2	MLLT4	ELL	PTEN	IL2	B2M	YWHAE	PAFAH1B2	H3F3A	CDK6	FANCC	CLTC	NFKB2	MDM2	U2AF1	SET	SRSF2	RUNX1	XPC	EWSR1	POU5F1	PAX5	MAP2K1	NOTCH2	PTPN11	ITK	EP300	FOXO1	SMARCB1	RALGDS	MAP3K1	SKP2	ATM	IKZF1	NFATC2	SMAD4	BIRC3	PICALM	PTCH1	CBFB	WRN	EIF4A2	CASP8	NUMA1	PTPRK	IRF4	NCOA2	NCOA1	SMAD2	STK11	NTRK3	RNF43	CRTC1	BCOR	PALB2	MAML2	STAG2	NR4A3	TSC1	NDRG1	CREBBP	ERCC4	LPP	MED12	FBXW7	MKL1	CDX2	SMO	MYD88	SH3GL1	CARD11	FANCD2	FANCE	FANCF	TCF7L2	CYLD	ARHGEF12	CD274	MALT1	DAXX	SUFU	DICER1	HEY1	WIF1	DNMT3A	NCOA3
TCGA-AA-3530	-1.51534	1.47368	0.0	3.73189	-1.73669	1.51486	-1.47368	2.87636	-1.64473	-0.355456	-0.931005	1.51486	-1.40799	-1.51486	3.30636	-0.176889	0.0	-0.417666	0.0	1.39644	1.51486	-1.51486	3.22958	3.81887	1.39835	4.27952	-2.12374	-2.25297e-05	-1.51486	-1.51486	2.52301	3.97134	1.08488	-2.93647	-0.227783	2.30877	0.0	0.159793	-0.226099	3.97134	-0.227783	-3.00702	-1.51486	2.90801	-1.09912	4.70794	0.0	-1.75987	-0.159132	1.51486	-0.9989	0.0	0.0616844	-1.72111	0.210369	2.70786	1.51486	-1.16087	-0.05685	2.87636	2.0234	-2.97919	0.0	-0.185625	-0.227783	-0.251687	1.51486	1.19295	1.46044	-0.227783	0.0	0.0	0.0	-1.51486	-0.227444	-0.00546667	0.0	4.52545	1.51969	0.0	1.39655	-0.639791	-1.33877	0.0	1.51486	0.279939	0.0	1.14739	0.0	1.61286	-0.226412	-0.556571	0.0	-0.000554899	-0.504778	-0.164975	6.85201	1.41781	2.87636	0.978495	0.0	-1.51486	0.0	1.66211	4.32206	1.51486	-0.477465	-0.283358	0.257867	0.0	0.164538	1.51486	-0.0378539	-2.17747	-0.0227627	5.24212	0.974787	-1.30499	-1.79898	5.33812e-05	-2.00773	-1.23971	0.154387	-1.51481	0.0	5.25411	0.0	0.0	1.46353	2.87636	1.51486	3.44298	1.16257	0.0	-2.11582	0.0	-0.164975	1.51486	-1.51486	-0.227783	2.00091	-1.51486	-0.97984	0.0	6.31349	1.13664	1.51486	2.46752	3.03989	0.0	0.0	1.35479	1.5111	1.40447	-1.38198	5.72817e-05	-0.109379	0.0	0.921945	1.51486	0.341953	9.77196e-06	3.96732	4.40101	-0.244195	-1.04102	-1.29519	-0.16132	0.0	2.1005	3.91634	1.51486	0.0	0.149736	0.0443682	0.0	-0.111459	0.0	-1.04813	-0.0366623	0.827421	-1.51486	5.30234	0.0	9.64327e-17	2.87636	0.0	2.89298e-16	-1.51486	1.51492	-1.85013	0.0	0.0	-0.26204	0.696847	3.26469	0.0	-1.56453	0.940115	-1.51486	1.47368	-0.336513	3.45848	1.51486	1.51486	0.0	-1.51486	-1.51486	-1.51486	-1.47368	0.000105514	-1.5157	0.73594	-2.31999	-1.51481	0.0	3.3219
TCGA-AG-A01L	2.8754	-1.47368	-1.47368	0.594255	-0.470089	0.227783	2.87636	2.87636	-1.2348	-0.378017	-2.32524	-0.227783	-1.23895	-2.87636	2.96644	-0.0629624	-2.89867	-0.225204	2.87636	-0.208867	2.87636	-2.87636	0.736637	1.57005	-0.208867	6.06648	-0.624906	-0.00035093	-0.227783	-1.47368	0.763512	5.3324	1.18965	-2.93515	-2.87636	4.54766	1.47368	0.165046	-0.167929	5.3324	-1.47368	-1.7908	-1.47368	2.89996	-1.60834	0.0	-0.644061	-1.98593	-0.136777	-2.87636	-1.12247	-1.47368	0.388136	-2.0549	0.225182	2.86724	0.227783	-2.17974	-0.0749397	2.87636	2.05569	-1.97251	-0.225312	-0.0365218	1.47368	0.439217	2.87636	0.0	0.227978	-0.227783	1.54204	-1.47321	-0.234257	-2.87636	-2.87636	-0.00513738	-0.205885	0.552573	3.17675	2.87616	0.0	-0.0974846	-1.34663	-1.47368	2.87636	-1.99943	-0.227682	0.887347	0.176066	0.482624	1.51805	4.22966	0.0	-0.00183004	-0.158835	-0.0645495	-0.977989	-2.96479	2.87636	0.815241	-1.63225	2.87636	-2.87636	1.73682	1.16412	2.87636	2.6312	-0.65858	0.0488713	1.47372	-0.185116	0.227783	-0.0376136	0.984962	0.455449	1.65144	0.362023	0.292047	2.49239	-0.000151833	-2.06632	-2.60713	-0.000225353	-0.227752	3.08279	4.74914	-1.1833e-08	-1.47368	1.88929	-1.47368	0.227783	3.53932	0.164544	1.47368	-2.38774	-0.921471	-0.451483	-1.47368	-1.47368	-2.87636	4.35028	-1.47368	-1.39594	-1.47368	2.67723	0.0852223	0.227783	0.121798	1.72134	1.47368	-1.47368	1.27985	-0.92213	1.43166	-1.8946	4.00827e-05	0.0402654	-1.03732	-2.57693	-1.47368	0.000510589	0.00193625	5.92742	1.78938	2.40282	3.55115	-2.49519	-0.265471	-1.47368	-0.0442781	5.27891	-1.47368	2.87636	0.141601	0.00459076	3.08147	-0.325275	-2.88212	0.3606	-1.13032	1.50048	-2.87636	2.94885	2.87636	0.0	2.87636	-2.87636	3.85731e-16	-2.87636	-1.47368	-1.85026	1.12015	2.87636	0.0483612	3.65947e-09	-2.76438	-1.47368	-0.228422	-1.44148	1.47368	1.47368	0.118404	3.44318	1.47368	0.227783	-0.22698	-0.227783	-1.47368	-2.87636	-1.47368	5.47895e-05	-1.47368	4.54557	-2.42238	-0.22758	-0.227783	2.87557
TCGA-AG-3882	1.47366	1.47368	-2.87636	3.58132	-2.15855	0.227783	1.51486	1.51486	-1.91913	2.67144	-1.92969	-2.87636	-2.4973	1.47368	1.16178	0.878843	-0.527147	0.0	2.87636	0.0	-2.87636	-2.87636	1.37675	0.0	2.68759	4.61878	0.0413647	0.00378121	-1.51486	0.227858	3.06629	1.66797	0.795551	-0.567939	-0.227783	3.46711	0.0	0.223219	-0.37098	2.64215	-0.227783	-1.81961	-1.51486	2.90634	-0.509215	1.32249	-1.19318	0.377762	-0.108338	1.47368	-1.49957	-2.87636	0.510025	-1.71162	0.22523	2.07469	2.87636	-2.49829	0.318455	1.51486	1.98159	-1.33167	3.43425	1.31687	1.47368	2.77626	0.0	0.300376	1.5169	-0.227783	-0.979706	3.88308	1.75701	-1.51486	-1.47829	0.0859387	-0.205885	2.47311	1.47996	-1.5515	0.0	-0.614657	-1.38291	0.0	1.51486	2.26959	-1.44488	3.6305	0.168347	0.132488	-0.226959	4.21028	-0.327745	0.00266009	1.46632	0.242228	5.6284	-3.05821	1.47368	3.45708	-4.66842	2.87636	1.51486	-0.336148	2.7807	0.227783	-0.930441	-0.134159	-0.423888	0.0	-0.195459	2.87636	-0.0109581	-2.21398	-1.83047	3.57886	2.17947	-1.14185	0.741966	0.00100438	-2.433	-2.31664	0.000861159	-0.720565	0.0	5.47078	-1.66758e-07	0.0	1.83329	0.0	-1.47368	3.54482	-0.18792	0.0	-2.38749	1.56713	0.0	2.87636	-1.51486	1.47368	1.38658	-2.87636	-0.270825	1.51486	0.865111	0.851267	0.227783	2.05366	3.03865	0.0	-2.87636	1.61861	-1.31859	2.40741	-1.89279	0.0218845	0.149254	0.0	0.0	-1.47672	-0.000734266	0.000272103	0.0	3.07082	4.61591	6.70164	0.809875	-0.264338	0.0	0.0	5.10645	1.51486	0.0	1.1976	-0.000433643	3.60679	-0.396503	0.0	1.77627	-1.27355	0.0	-2.87636	2.63202	0.0	9.64327e-17	2.87636	-1.51486	-2.89298e-16	0.227783	-1.47368	-1.84995	-1.52467	2.87636	-0.261747	1.11318	1.68669	-1.47368	0.822941	2.15899	-2.87636	1.51486	1.97016	1.73202	1.47368	1.51486	0.0	0.0	-1.51486	0.227783	0.227783	-0.00339641	-1.51486	1.22313	-2.32032	0.0	1.47368	2.86376
TCGA-AA-A00E	2.87635	1.47368	0.0	3.82753	2.23879	1.51486	2.87636	2.87636	-1.43768	2.63064	0.382367	-1.51486	-1.51231	-0.227783	4.98154	4.54411	0.579566	-1.92163	1.51486	-0.208966	1.51486	-1.51485	4.16758	2.51953	-0.219506	7.55211	-2.4248	0.00106073	-1.51486	2.88347	3.06119	5.33785	2.50956	-2.92696	2.87641	5.01873	2.87636	0.978302	0.350959	5.23609	1.47368	-2.90018	-0.228076	2.66673	-0.958342	12.4829	-1.81636	0.0957031	-0.190549	-0.227783	2.25626	2.87636	-0.186753	0.456824	0.180478	2.57158	1.51486	-1.83113	2.17417	2.87636	-1.60518	-0.916115	2.71672	1.47799	1.47368	2.98291	0.227783	1.12865	0.0	1.47368	-3.81987	3.34908	-0.225528	-0.227783	-0.217097	0.0246592	-0.187528	2.3366	-1.47798	2.59873	4.93007	-0.226969	1.53632	1.51486	2.87636	5.56949	-1.44807	3.1694	-0.205885	5.01866	-0.214854	2.33217	0.0	0.0959328	4.88573	4.39196	4.8812	-2.10451	2.87636	3.0005	-0.215475	-0.227783	1.47369	-0.992672	2.69754	1.51785	-1.74269	4.97184	-0.550406	-0.219312	-0.187429	1.51486	-0.0368194	0.679327	0.94266	3.97649	2.12271	-0.525082	2.36932	0.203497	3.19577	-2.92146	0.562387	-1.60758	2.88365	5.45676	-9.58826e-05	0.0	-0.638998	1.47368	1.51486	3.53937	0.624985	1.47368	-2.39806	0.0	-0.13472	2.87636	1.51486	-1.51486	4.20163	-1.51486	0.873052	2.87636	4.82096	3.10607	2.87636	2.61295	4.04749	1.51486	2.87636	1.61995	0.0	0.0	1.96924	0.150006	-0.0181055	3.85894	0.0811372	2.87636	4.96821	0.495063	4.25534	0.0	3.46292	4.50554	0.0	1.68158	1.51486	-0.564484	5.42489	2.87636	-0.227783	0.581073	0.647721	1.32856	-0.0644372	0.0	-0.4503	-0.343107	1.43797	-1.51486	4.64531	1.47368	2.89298e-16	2.87636	-1.51486	3.85731e-16	1.51486	1.47384	-1.85026	3.18267	2.87636	0.0817171	-0.00203064	1.69937	3.53777	-0.239036	0.489669	0.0	-0.227783	2.33958	3.46817	2.87636	1.51486	0.0	1.47367	-1.51486	1.51486	1.51486	0.000150834	1.47369	0.99484	-2.31029	-1.3265	0.0	2.16209
TCGA-AA-3543	1.51485	0.0	-1.51486	3.65724	-2.11129	1.51486	1.51486	0.227783	0.0	2.75814	-0.964588	-1.47368	-1.45827	0.0	2.96252	1.22689	0.0	-2.70688	1.51486	3.6593	0.227783	-1.51486	4.29781	0.0	1.39503	6.65636	-1.23119	-0.00451661	-1.51486	-1.47362	3.41461	5.34313	2.44968	-2.92815	0.0	3.86146	1.51486	1.86797	-1.31701	5.34313	0.0	-2.90097	0.227783	2.81488	-1.04108	11.2341	-1.20789	-1.91789	-0.0541708	0.0	-1.42626	0.0	2.33417	-1.60929	0.187498	2.50801	0.0	-2.51026	1.19817	1.51486	-0.601923	-0.305838	1.81844	0.222023	-1.51486	1.4545	0.227783	0.0	0.0	1.51486	-0.731292	0.0	-0.228995	-2.87636	-2.87043	-0.00541086	-0.187528	2.83307	0.310916	1.50243	2.73337	-0.700241	0.221943	1.51486	1.51486	2.04786	-1.51436	4.76084	0.168347	1.7496	-1.51375	3.98468	0.0	0.0104421	4.48923	1.09756	13.453	1.40556	1.51486	1.44972	-1.44892	0.0	0.0	2.55052	3.52193	2.8194	-0.476927	1.50885	2.50129	-1.51329	0.0	0.0	-0.0340048	-1.60394	-0.611489	5.33547	1.63172	-1.25861	3.00963	0.0141901	-1.44355	-1.59121	3.60505	0.0	0.0	5.48609	-1.78019e-05	1.51486	0.210759	0.0	0.227783	3.54482	-0.208019	1.47368	-2.00218	0.976772	0.0	1.51486	1.51486	-1.51486	1.96694	-1.51486	0.827702	1.51486	4.19807	0.882991	1.51486	0.682914	5.28115	0.0	1.51486	-0.521121	-2.67245	4.11736	-1.24613	0.00317593	1.03964	0.75539	2.53071	1.51413	5.36112	0.023548	4.22755	3.08345	1.31092	1.79875	0.794756	3.95729	0.0	-0.390309	5.42625	0.0	1.51486	0.219742	-0.000414333	0.152536	-0.409405	0.0	-2.7314	-1.19459	0.0	-1.51486	1.19835	2.87636	1.92865e-16	1.51486	-1.51486	2.89298e-16	1.51486	0.0	0.812182	-1.61136	1.51486	-0.261949	0.0637896	0.0	0.0	-0.232092	-0.742456	0.0	1.51486	-1.12514	3.48773	1.51486	1.51486	5.86674	0.0	0.0	1.51486	1.51486	8.66922e-05	-1.57375	0.420934	-2.29992	-1.51467	-2.87636	0.0
TCGA-AA-3979	2.87634	1.47368	-0.227783	3.02921	-2.14573	2.87636	0.227783	2.87636	0.0	2.64842	-2.32516	-2.87636	1.82373	1.47368	3.14078	0.0	-3.0292	-1.49413	1.47368	-0.208966	1.51486	-0.227783	3.88433	0.748297	-0.20856	9.79346	2.44931	-0.0067061	-1.51486	1.47368	2.95054	4.42424	0.339626	-2.93693	-0.227783	3.3416	2.87636	0.982741	-0.435544	5.3324	1.47368	-0.449614	2.87636	2.87401	-2.57716	0.0	-0.154044	0.0888928	-0.0773006	1.47368	-1.3586	2.87636	0.233953	0.0946635	0.22517	0.0	1.47368	-2.22272	0.252594	-1.47368	-2.00452	0.0	-0.210549	-0.205224	1.47368	2.23538	2.87636	0.0	2.66967	-0.227783	-1.83528	-0.201168	-0.236846	-1.51486	1.47371	-0.00187292	-0.0365473	2.63651	3.11216	1.46356	0.0	0.464897	0.411649	1.47368	2.87636	3.21488	0.284273	3.39923	-0.187528	0.0	1.47687	-0.450162	0.0	-0.000550155	1.52579	0.208615	11.536	-0.167781	2.87636	3.23036	0.713782	-0.227783	1.47368	1.94997	0.0	-1.47368	-1.84441	0.0	-0.00366193	0.238516	-0.0206492	1.47368	0.0373337	0.834142	0.770775	5.33143	2.91167	-0.938099	0.371167	-8.59586e-05	-2.67975	-3.64495	0.218552	-0.746117	1.47887	3.81342	-2.00604e-08	-2.87636	-0.0284084	1.47368	-1.47368	3.53746	-0.185679	1.47368	-2.39001	0.0	-0.45367	0.227783	2.87636	-0.227783	2.80731	1.47368	-1.14593	2.87636	3.10584	2.80986	2.87636	2.43487	1.73007	-2.87636	2.87636	1.61992	1.46037	1.66549	-1.87707	0.000239233	0.265985	2.39605	-0.714304	2.87636	0.0498272	0.0472121	5.92369	0.0	-0.198442	-0.153361	-2.91613	-0.267229	1.47368	-0.633795	4.0861	-1.47368	2.87636	0.502545	0.0569317	0.0	-0.112498	1.43983	-0.30801	-1.28385	2.87503	-2.87636	5.18567	1.47368	0.0	2.87636	1.47368	2.89298e-16	-0.227783	1.47671	-1.33925	-0.737212	2.87636	-0.111049	2.80368	-2.47232	1.47368	-0.506756	0.510447	-2.87636	2.87636	0.0690578	2.48069	2.87636	1.51486	7.68423	-0.227783	-0.227783	2.87636	-2.87636	5.54115e-06	-0.227761	-0.147156	-0.44142	-1.51479	-0.227759	2.84077
TCGA-AA-A02H	2.8745	-1.47368	-1.51486	2.43345	-1.33351	1.51486	-1.47368	0.227783	2.3977	-0.381028	-2.337	-1.47368	-1.45675	-1.51486	1.41003	0.0	0.0	-0.406371	1.47368	-0.198183	-2.87636	-2.87636	1.06749	2.14502	4.29277	5.65017	-2.93581	0.0145518	-0.227783	-1.47368	3.19955	3.97088	2.00672	-2.93617	0.0	2.17041	2.87636	0.144652	0.0	0.0	-1.51486	-3.00727	-1.51486	2.88153	-0.678574	9.18425	0.0	-1.70828	-0.0490224	1.51486	-1.47114	0.227783	0.812777	-1.74751	0.225185	0.0	2.87636	-2.3877	1.67647	1.51486	2.06949	-0.598992	-0.229455	0.63924	0.0	0.217396	1.51486	1.21687	1.51486	-1.51486	0.0	1.51283	1.77469	-1.51486	-1.46563	0.0121324	-0.187528	0.612059	2.12618	0.841864	-0.595827	-0.497558	-1.3981	1.51486	1.51486	-2.80624	-2.8763	1.84376	0.176066	2.7772	-1.514	2.83394	-0.430813	-0.000520979	-0.0600319	0.0	1.23176	-1.34277	1.51486	1.67685	0.232575	1.51486	1.51586	1.40267	2.19959	-1.47368	-1.06531	-0.803711	-0.40782	1.47368	-0.205719	2.87636	-0.0373234	0.545306	-1.96916	4.31566	-1.08307	-1.10672	-1.46792	0.0	-1.7521	-2.41238	0.0	-0.232154	1.51273	4.56895	8.23818e-05	1.47368	1.56084	0.227783	2.87636	3.54477	-0.208031	0.0	-0.330852	-0.530135	0.0	-1.47368	-1.51486	-1.51486	4.3441	0.0	-0.835556	1.51486	1.69858	1.11874	0.227783	1.19852	4.21775	-1.47368	-1.47368	1.55021	-1.44604	0.234723	-1.87998	4.64088e-05	-0.0697512	4.45439	-2.23108	0.200148	2.72828e-05	-1.18792e-05	0.0	3.25256	-0.190224	-0.401281	0.0	-0.160848	0.0	0.0	3.84145	1.51486	1.47368	1.44225	-0.00043319	0.0	-0.565867	1.08563	0.0	-1.28766	-1.51167	-0.227783	5.30397	-1.51481	9.64327e-17	1.51486	-1.51486	0.0	1.51486	-1.47361	-1.84532	0.0	0.0	-0.110346	6.50021e-05	0.440328	0.227786	1.47321	-0.591445	-2.87636	-1.51486	-0.254898	3.01923	0.0	1.51486	0.364407	-1.51486	0.0	0.0	-1.47368	-2.99024e-05	0.0	-0.132954	0.451975	1.51489	-1.51486	2.83607
TCGA-A6-2677	1.47363	1.47368	-0.227783	2.8122	-2.29617	2.87636	1.51486	2.87636	0.0	-0.379642	-2.33138	0.0	-1.8666	1.47368	2.58176	-0.0456107	-2.87719	0.320673	1.47368	-0.208966	0.227783	-1.51486	2.5839	-0.188562	-0.209143	8.58969	-1.23113	-0.00925243	-2.87636	1.51487	0.672165	5.3324	1.44432	-2.91684	2.87636	0.855787	0.0	0.0619098	0.0	3.9709	-0.227783	-3.00698	-2.87636	2.88766	-0.682412	7.39816	-0.340906	0.213733	-0.0493321	2.87636	0.150984	-1.51486	2.33328	-0.186997	0.211188	2.8215	1.51486	-2.01743	0.456326	2.87636	3.15567	-0.379824	2.65429	0.17229	1.47368	-0.388693	2.87636	1.23227	1.51464	-0.227783	-3.08866	1.9738	-0.220427	-2.87636	0.0	-0.00542008	0.168347	4.2087	3.90023	1.50342	0.0	-0.506709	-1.39871	1.51486	2.87636	0.323982	0.0	1.65678	-0.187528	0.436978	-1.50059	-1.30991	0.0	0.527854	0.444156	-0.45149	6.24576	-1.718	2.87636	1.46491	1.63345	-1.47368	-1.47362	2.22973	0.0	1.51486	0.0	0.0	-0.156059	1.4737	-0.0364283	2.87636	-0.0376663	-1.60174	0.407785	4.53982	2.39769	-1.0859	0.0	-8.04517e-05	-2.74653	0.0	0.175062	-0.228279	1.47954	4.79356	1.49674e-05	1.47368	-0.22194	0.0	-1.47368	3.26028	-0.208034	-0.227783	-2.39791	-0.493557	-0.451628	-1.47368	0.0	-1.51486	0.0	1.47368	-0.548349	-1.47368	3.81123	2.03531	2.87636	1.80343	0.0	0.0	-1.51486	0.656836	1.6604	0.657846	-1.87554	0.00018939	-0.042485	4.42827	-0.132602	0.0	0.00292663	-4.52557e-06	4.25571	0.770536	-0.245097	-2.7727	-1.46372	-0.160848	-1.51486	4.88842	5.05354	2.87636	0.0	0.377471	-0.000415708	0.0	-0.297304	1.49713	2.38988	-0.648903	1.46167	-2.87636	5.28605	1.47368	0.0	2.87636	-1.51486	8.67895e-16	-0.227783	1.4745	-1.85026	-3.33169	0.227783	-0.261679	0.515915	1.49142	0.0	-1.5471	-0.781775	-1.51486	1.47368	1.3378	2.2474	0.0	1.51486	4.8477	-0.227783	-1.51486	-1.51486	-2.87636	4.43029e-05	-2.87636	-0.145532	-0.0521337	-2.8763	-0.227783	2.88976
TCGA-AA-3852	1.47888	-1.47368	-0.227783	1.62171	-2.29628	2.87636	2.87636	0.227783	-1.38517	1.48196	-2.30375	-2.87636	0.194704	-2.87636	2.41689	0.0213796	-3.08805	-2.87222	-1.47368	-0.198052	-1.47368	-2.87636	1.79954	0.0	2.69172	6.31797	-2.42462	-0.000396316	1.47368	-1.47365	2.54216	0.0	-1.71627	-2.93611	-2.87636	5.15611	-1.47368	4.22775	-1.90378	2.68383	-1.47368	-3.00723	-2.87636	2.91038	0.129735	7.10317	2.24245	0.51639	-2.34072	0.227783	-1.49959	-1.47368	-0.091396	0.0951863	-0.141244	0.0	-1.47368	-2.51424	-0.00475118	0.227783	1.58669	-0.280996	-0.225227	0.0622841	-1.47368	2.42323	-1.47368	0.261572	0.227783	-1.47368	1.29389	-1.71137	0.0	-2.87636	-2.86568	-0.00488142	0.168347	0.20699	-1.47364	-2.87662	0.0	-0.595513	-1.3993	0.227783	0.227783	-1.16636	-1.47368	1.70958	-0.205885	0.614441	-2.87477	2.86379	0.0	0.000140018	0.0	-0.451064	5.61436	-2.74525	0.227783	3.06921	1.53555	0.227783	-1.47368	0.741621	3.43094	0.227783	-0.925386	0.0	2.89794	-1.47368	-0.20572	-1.47368	-0.0378798	-1.68695	-1.98226	5.34891	-1.29703	0.224505	1.61017	-0.000242384	-2.29163	-2.25562	0.00137649	-2.41082	-1.47144	4.71262	-2.98892e-07	-1.47368	-1.64043	-1.47368	0.227783	3.54482	-0.186979	-1.47368	-2.39277	-2.40532	-0.451062	0.227783	-1.47368	-2.87636	5.46587	2.87636	-1.39612	-1.47368	2.19507	-0.225516	2.87636	-0.205196	3.03989	-1.47368	-1.47368	1.61952	3.17272	1.0478	-1.8946	0.000204659	-0.0306289	-0.698034	-1.32551	-1.47368	0.114748	-0.000533259	3.94175	4.42038	-0.239705	-1.28866	-1.44461	-0.262908	-2.87636	-0.507879	5.42194	2.87636	-2.87636	-0.333294	-0.000451656	0.0	-0.588235	0.80343	-0.0749145	-1.03161	-1.24662	-2.87636	2.75297	-1.45436	0.0	0.227783	-2.87636	6.75029e-16	2.87636	1.47368	-1.83479	-2.88163	-1.47368	-0.279937	0.00514966	-1.12946	0.0	-1.48463	-1.76135	-2.87636	0.227783	0.0462069	1.13008	0.227783	0.227783	3.32664	-2.87636	-2.87636	1.47368	0.227783	0.00217866	-2.87636	3.79068	-0.291258	-0.227735	-2.87636	-1.00384
TCGA-AA-3527	1.51269	0.0	-1.51486	3.8286	-0.976153	1.51486	1.51486	2.87636	-1.8978	3.12728	-0.687243	0.0	-0.91028	0.0	3.87468	0.711089	-1.59902	1.09214	0.0	0.0	0.0	-1.51486	3.82517	0.726274	0.0	7.7554	-1.23119	-0.000193811	-1.51486	1.51509	2.45577	3.9709	1.21463	-2.93283	1.51486	2.09438	0.0	0.0958717	-2.05878	3.9709	-1.51486	-3.00723	-1.51486	2.79722	0.73076	13.6855	-0.160582	-1.7506	-0.0519696	0.0	-0.195912	0.0	0.0	-1.73652	-0.136693	2.69345	1.51486	-2.50658	0.0767182	1.51486	-1.59463	-0.209092	1.31991	0.0	0.0	-0.237271	1.51486	0.417359	1.48311	-1.51486	0.0	0.0	0.0	-1.51486	0.0	-0.00464847	-0.187528	3.40136	3.44206	1.73918	0.998939	-0.661597	-1.29676	1.51486	1.51486	-1.45359	0.0	1.6071	-0.0365474	1.34969	-1.49751	2.56803	0.0	0.196911	0.613077	0.41519	7.5187	-1.42296	2.87636	0.804961	0.0	2.87636	-1.51486	0.0	1.58621	1.51486	-0.477472	-0.662778	-0.0567355	-1.51486	-0.188401	1.51486	-0.0378561	-3.28272	0.527094	5.24159	1.55923	-1.31005	0.0	-9.54612e-05	-1.48916	-1.78826	-0.000324848	-1.51443	0.0	5.4713	6.96236e-09	-1.51486	1.38417	1.51486	1.51486	3.44299	0.0	-1.51486	-2.39771	0.0	-0.295048	1.51486	0.0	-1.51486	0.0	-1.51486	-1.3401	1.51486	3.28503	1.20934	1.51486	2.68027	5.31027	0.0	1.51486	1.61962	0.0	0.752063	-1.86997	0.000974734	-0.0218427	3.41773	-0.694659	1.51486	0.0011275	-1.16591e-05	4.31212	2.06141	-0.245041	-1.73114	-1.35887	-0.160846	-1.51486	0.0	4.31487	0.0	-1.51486	-0.173241	0.00369208	-0.245083	-0.108313	-1.50803	-0.770635	-1.23612	0.0	-1.51486	5.30279	1.51486	9.64327e-17	2.87636	-1.51486	3.85731e-16	0.0	-1.51486	-1.85026	1.5332	2.87636	-0.26195	0.179103	0.0	1.51486	1.45469	-0.807052	0.0	0.0	1.69569	3.47701	0.0	0.0	3.29191	-0.227783	-1.51486	0.0	0.0	7.34606e-06	-1.51509	-0.155966	-2.26396	1.5149	0.0	1.49922
